building_id,research_record_id,canonical_name,year_started,year_completed,completion_precision,year_demolished,demolition_precision,demolition_cause,status,address_historical,address_modern,latitude,longitude,building_type,original_use,architect_or_builder,owner_or_developer,structural_system,stories,fire_fate_1871,notes,confidence,needs_review
CHI-CHI1840-050,CHI1840-050,First Norwegian Evangelical Lutheran Church building,1848,1848,approximate,1856,exact,sold and superseded,demolished,Superior Street between Wells and LaSalle streets,,,,church,religious,,First Norwegian Evangelical Lutheran congregation,rebuilt wood frame; 50 by 60 feet,1,not present,"After organizing February 14, 1848, the congregation bought an unfinished church that had blown down and rebuilt it for about $1,000; purchase cost $800. Sold in 1856. Andreas printed pp. 349-350.",high,false
CHI-CHI1840-044,CHI1840-044,Galena and Chicago Union Railroad first depot,1848,1848,exact,,,unknown,demolished,Kinzie Street and Canal Street,Kinzie Street and Canal Street,,,railroad depot,passenger and freight railroad depot,,Galena and Chicago Union Railroad,,,uncertain,The railroad's initial Chicago depot was at Kinzie and Canal. The 1849 Rees & Rucker map page explicitly describes the line running west from this depot; exact building completion and replacement history need confirmation from railroad records. Andreas' railroad chapter provides the 1848 opening context.,medium,true
CHI-CHI1840-049,CHI1840-049,McCormick reaper manufactory 1848 expansion,1848,1848,exact,,,unknown,unknown,north side near mouth of harbor,,,,factory,reaper manufacture,C. M. Gray (manufacturing partner),Cyrus H. McCormick,,,uncertain,"McCormick arranged Chicago manufacture in 1847 and enlarged the manufactory near the harbor in 1848; this is an expansion record, not a claim that every component was newly built. Andreas printed p. 569.",high,true
CHI-CHI1840-048,CHI1840-048,Nugent and Owens brass foundry,,1848,approximate,1854,exact,fire,demolished,Market Street,,,,foundry,brass founding,,Nugent & Owens,,,not present,The Market Street works were established in 1848 and burned in 1854. The cited text does not explicitly state whether a new building was erected at establishment. Andreas printed p. 569.,medium,true
CHI-CHI1840-047,CHI1840-047,Scoville and Sons foundry,,1848,approximate,,,unknown,unknown,corner Canal and Adams streets,Canal Street and Adams Street,,,foundry,iron founding and railroad-car manufacture,,Scoville & Sons,,,survived outside main fire zone,"The establishment began in 1848 and later built railroad cars and an early western locomotive. The source documents establishment, not unequivocal new construction, so the completion year is approximate. Andreas printed p. 568.",medium,true
CHI-CHI1840-043,CHI1840-043,State Street Market Building and City Hall,1848,1848,exact,1871,exact,Great Chicago Fire,demolished,"center of State Street, fronting Randolph Street and extending north toward Lake Street",,,,market hall and city hall,market stalls municipal offices library and council chamber,John M. Van Osdel (architect and superintendent),City of Chicago,two-story brick and stone building; 40 by 180 feet,2,destroyed,"Erected beginning in January 1848 for $11,070; contained 32 ground-floor market stalls and city rooms above. Council first met there November 13, 1848. Andreas printed pp. 180-181.",high,false
CHI-CHI1840-042,CHI1840-042,Stiles Burton's City Hotel,,1848,exact,1871,approximate,Great Chicago Fire,demolished,southeast corner State and Lake streets,State Street and Lake Street,,,hotel,hotel,John M. Van Osdel,Stiles Burton,,,probably destroyed,A later directory retrospective says Burton built the City Hotel in 1848 to Van Osdel's design. Destruction in 1871 is inferred from its Loop location and should be confirmed in a primary fire-loss list. Chicagology pre-fire transcription.,medium,true
CHI-CHI1840-059,CHI1840-059,Charles Cleaver soap and candle factory on North Branch,,1849,approximate,1851,exact,business relocated to Cleaverville,demolished,North Branch near Division Street,,,,factory,soap and candle manufacture,,Charles Cleaver,,,not present,Cleaver moved the factory here in 1849 and to Cleaverville in 1851. The source does not establish whether the North Branch premises were newly constructed. Andreas printed pp. 564-565.,medium,true
CHI-CHI1840-054,CHI1840-054,Eighteenth Street temporary cholera hospital,1849,1849,exact,,,temporary use ended,demolished,Eighteenth Street near the river,,,,hospital,cholera isolation hospital,,City of Chicago,temporary structure,,survived outside main fire zone,Opened in May 1849 during the cholera emergency. Andreas does not give a demolition date; temporary status is explicit in context. Printed pp. 597-598.,high,true
CHI-CHI1840-055,CHI1840-055,Erie Street cholera hospital,1849,1849,exact,,,unknown,unknown,Erie Street between Wells Street and the river,,,,hospital,cholera isolation hospital,Dr. Daniel Brainard or Dr. Levi Boone plan attribution requires review,City of Chicago,16 by 40 by 12 feet; three rooms,1,uncertain,"A second emergency hospital site described in the 1849 cholera narrative; neighbors threatened demolition. The OCR/source context associates its plan with Dr. Boone, but exact attribution and survival require page-image checking. Andreas printed pp. 597-598.",medium,true
CHI-CHI1840-051,CHI1840-051,Holy Name Catholic Church first building,1848,1849,exact,,,unknown,demolished,southwest corner of St. Mary college grounds at Rush and Superior streets,Rush Street and Superior Street,,,church,religious,Rev. Jeremiah Kinsella (project leader); Clowry and Breen (building committee),Roman Catholic Diocese,,1,not present,"Begun in 1848, completed in 1849, and first used November 18, 1849. It was superseded as the parish/cathedral complex developed; exact removal date needs verification. Andreas printed pp. 296-297.",high,true
CHI-CHI1840-053,CHI1840-053,Jones School first building,1849,1849,exact,,,unknown,unknown,"Block 113, School District No. 2",,,,school,public school,,City of Chicago,brick,,probably destroyed,"A brick school was ordered February 12, 1849 and completed December 17 for $9,745; it opened January 1850. Exact street address and individually documented fire fate need review; probable destruction is a spatial inference. Andreas printed pp. 213-214.",high,true
CHI-CHI1840-056,CHI1840-056,Kehilath Anshe Ma'arav first synagogue,,1849,exact,1855,approximate,lease ended and congregation relocated,demolished,Clark Street between Quincy and Adams streets,,,,synagogue,religious,,Kehilath Anshe Ma'arav,,1,not present,Erected in 1849 on leased ground and identified by Andreas as Chicago's first synagogue; the congregation moved to a second building after the lease period. Andreas printed pp. 347-348.,high,true
CHI-CHI1840-052,CHI1840-052,St. Paul's German Evangelical Lutheran Church first building,1848,1849,exact,1864,approximate,superseded by new church,demolished,Indiana Street between Wells and Franklin streets,,,,church,religious,,St. Paul's German Evangelical Lutheran congregation,frame; 25 by 55 feet with 50-foot steeple,1,not present,Built after the 1848 congregation split and ready in June 1849; replaced in the 1860s. Andreas printed pp. 349-350.,high,true
CHI-CHI1850-001,CHI1850-001,Chicago Gas Light and Coke Works,1849,1850,exact,,unknown,unknown,demolished,South side of Monroe Street near Market Street,,,,industrial_utility,manufactured gas works,George F. Lee (construction contractor),Chicago Gas Light and Coke Company,unknown,,not established,"Works and street mains began October 1849; plant completed August 1850 and Chicago's first public gas was supplied September 4, 1850. This is an industrial complex record, not a single building.",high,false
CHI-CHI1850-003,CHI1850-003,Matteson House,1850,1850,exact,1871,exact,Great Chicago Fire,destroyed,Northwest corner Randolph and Dearborn Streets,,,,hotel,hotel,"John M. Van Osdel (architect, corroborating source); Robert Malcolm (mason); Shepherd & Johnson (builders)",Joel A. Matteson,brick,5,"destroyed in Great Chicago Fire, 1871","Opened in 1851; 80 feet on Randolph by 90 feet on Dearborn; reported cost $20,000. Raised about eight feet in 1859, an alteration that should be modeled separately.",high,false
CHI-CHI1850-002,CHI1850-002,Tremont House (third),1849,1850,exact,1871,exact,Great Chicago Fire,destroyed,Northwest corner Lake and Dearborn Streets,,,,hotel,hotel,John M. Van Osdel (architect and superintendent); C. and W. Price (masons); Updike & Sollitt (builders),Ira Couch,masonry,5.5,"destroyed in Great Chicago Fire, 1871","Opened September 29, 1850; contemporary account gave a $75,000 building cost. Remodeled and enlarged in 1861, so late pre-fire views may not show the 1850 form unchanged.",high,false
CHI-CHI1850-005,CHI1850-005,Chicago Bridewell,1851,1851,exact,,unknown,unknown,demolished,Block 87 of the school section; corner Polk and Wells Streets,,,,correctional,city prison and workhouse,not identified,City of Chicago,three-inch oak planks set upright; plank roof,1,not established,Opened December 1851. Main building measured about 100 by 24 feet and contained roughly 200 cells; David Walsh was first keeper.,high,true
CHI-CHI1850-063,CHI1850-063,Hamilton House at Clark and North Water,1840,1851,"exact (move, addition, and remodel)",1868,exact,demolished,demolished,Southeast corner Clark and North Water Streets,,,,hotel,hotel,not identified,Colonel Richard J. Hamilton,unknown,,not applicable—demolished before 1871,"Not new construction: the 1840 Washington House was moved from South Water near Clark in 1851, enlarged, remodeled, and renamed. Included as a major physical relocation/alteration; torn down spring 1868.",high,false
CHI-CHI1850-059,CHI1850-059,Rice's Theater (second),1850,1851,exact,1861,exact,demolished for Rice's business block,demolished,Dearborn Street between Randolph and Washington Streets,,,,theater,theater,John M. Van Osdel (architect); C. and W. Price (masons); Updike & Sollitt (builders),John B. Rice,brick,,not applicable—demolished before 1871,"Completed January 1851 and opened in February. Building measured about 80 by 100 feet and had galvanized-iron cornices. The OCR of the reported cost is ambiguous, so cost is not normalized here.",high,false
CHI-CHI1850-006,CHI1850-006,Second Presbyterian Church,1849,1851,exact,1871,exact,Great Chicago Fire,destroyed,Washington Street at Wabash Avenue,,,,religious,church,John M. Van Osdel,Second Presbyterian Church,masonry,,"destroyed in Great Chicago Fire, 1871","Cornerstone laid in 1849 and dedicated January 24, 1851. Approximately 73 by 130 feet, walls about 50 feet high, galleries, seating about 1,800, and stained glass.",high,false
CHI-CHI1840-057,CHI1840-057,Second Presbyterian Church stone building,1849,1851,exact,1871,exact,Great Chicago Fire,demolished,corner Washington Street and Wabash Avenue,Washington Street and Wabash Avenue,,,church,religious,,Second Presbyterian Church,local limestone; English Gothic,,destroyed,"Included in the 1840s cohort because its cornerstone was laid in 1849; it was dedicated January 24, 1851. Andreas says it was destroyed in the 1871 fire. Printed pp. 304 and 505-506.",high,false
CHI-CHI1850-007,CHI1850-007,State Street Methodist Episcopal Church building,,1851,exact (move/adaptation),,unknown,unknown,demolished,Northwest corner State and Harrison Streets,,,,religious,church,unknown; moved building,State Street Methodist Episcopal Church,wood frame,,not established,"Not new construction: part of the former Second Presbyterian frame building was purchased, moved, and fitted for worship in spring/summer 1851. Retained because relocation materially changed Chicago's building inventory.",high,false
CHI-CHI1850-004,CHI1850-004,United States Marine Hospital,1850,1851,year_range,,unknown,unknown,demolished,Michigan Avenue near old Fort Dearborn,,,,hospital,federal marine hospital,Lt. John D. Webster (construction superintendent),United States Government,unknown,,not established,"Built 1850-51 at a reported cost of $50,000. This purpose-built federal hospital should not be confused with later Marine Hospital facilities.",high,true
CHI-CHI1850-060,CHI1850-060,First German Theater,1852,1852,exact,1853,exact,fire,destroyed,West Randolph Street near Canal Street,,,,theater,theater,not identified,not established,unknown,,not applicable—destroyed before 1871,Andreas identifies this as Chicago's first German theater and says it burned early in 1853. No dimensions or builder were found in the cited passage.,high,true
CHI-CHI1850-009,CHI1850-009,Michigan Central temporary depot,1852,1852,exact,1856,operational replacement,superseded,demolished,Lake shore south of Twelfth Street,,,,transportation,railroad_depot,not identified,Michigan Central Railroad Company,unknown,,not applicable—superseded before 1871,Temporary terminal used from May 1852 until Michigan Central trains shifted to the Illinois Central depot at Lake Street in 1856.,high,true
CHI-CHI1850-008,CHI1850-008,Michigan Southern Railroad depot,1852,1852,exact,,unknown,unknown,demolished,"Prairie near Gurnee's tannery, opposite the Rock Island depot",,,,transportation,railroad_depot,not identified,Michigan Southern Railroad Company,unknown,,not established,Built when the Michigan Southern reached Chicago in February 1852. Superseded operationally by the later joint Michigan Southern/Rock Island train shed.,high,true
CHI-CHI1850-011,CHI1850-011,St. Louis Catholic Church,1850,1852,year (completion/refitting),,unknown,unknown,demolished,East side of Clark Street between Adams and Jackson Streets,,,,religious,church,not identified,French Catholic congregation,wood_frame,1,not established,"Construction began in 1850 and the frame building was completed/refitted by 1852; about 25 by 75 feet and reported cost roughly $3,000. Later moved, so demolition/fate needs parcel-level follow-up.",medium,true
CHI-CHI1850-010,CHI1850-010,St. Michael's Church (first),1852,1852,exact,1871,exact,Great Chicago Fire,destroyed,Northwest corner North Avenue and Church Street,,,,religious,church,not identified,Catholic congregation of St. Michael,wood_frame,1,"destroyed in Great Chicago Fire, 1871","Frame church approximately 40 by 60 feet, with tower and bell; reported cost $730. Enlarged around 1858 and later used as a school after a new church was built.",high,false
CHI-CHI1850-012,CHI1850-012,Welsh Calvinistic Methodist Church,1852,1852,exact,,unknown,unknown,demolished,Desplaines Street between Randolph and Lake Streets,,,,religious,church,not identified,Welsh Calvinistic Methodist congregation,wood_frame,1,not established,"Dedicated July 26, 1852; about 30 by 40 feet and cost $781.33. Later sold when the congregation relocated.",high,true
CHI-CHI1850-014,CHI1850-014,Briggs House,1853,1853,exact,1871,exact,Great Chicago Fire,destroyed,Corner Randolph and Wells Streets,,,,hotel,hotel,not identified,William Briggs,unknown,,"destroyed in Great Chicago Fire, 1871",Built in 1853 and opened April 1854 by George H. French and John Floyd. Same hotel site was rebuilt after the fire.,high,false
CHI-CHI1850-019,CHI1850-019,Chicago Avenue Water Works,1852,1853,exact (buildings); service 1854,,unknown,unknown,demolished,Lake Michigan at foot of Chicago Avenue,,,,industrial_utility,water pumping and distribution,not identified,City of Chicago,brick engine house and brick standpipe tower,,not established,Buildings and approximately 136-foot square tower were finished in 1853; water service began February 1854. Engine house about 40 by 50 feet with boiler-house wings. Model as a utility complex.,high,false
CHI-CHI1850-013,CHI1850-013,Chicago Courthouse and City Hall,1851,1853,exact,1871,exact,Great Chicago Fire,destroyed,Courthouse Square; Clark Street between Washington and Randolph Streets,,,,civic,courthouse and city hall,John M. Van Osdel,Cook County and City of Chicago,gray Lockport marble,3,"destroyed in Great Chicago Fire, 1871","Cornerstone laid September 12, 1851; completed 1853. Shared city/county government complex with later cupola and public-square alterations.",high,false
CHI-CHI1850-017,CHI1850-017,New England Congregational Church,1853,1853,exact,,unknown,unknown,demolished,Corner Indiana Street and Wolcott Street,,,,religious,church,not identified,New England Congregational Church,wood_frame,1,not established,"Erected summer 1853; about 36 by 60 feet; reported $2,500 including furnishings. A school/conference building stood adjacent. Wolcott in this context was later State Street; confirm parcel.",high,true
CHI-CHI1850-018,CHI1850-018,Owen Street Methodist Episcopal Church,1852,1853,year (occupied by organized church),1863,year,taken down and replaced,demolished,Northeast corner Sangamon and Owen Streets,,,,religious,church,not identified,Owen Street Methodist Episcopal Church,wood_frame,1,not applicable—demolished before 1871,"Small frame edifice about 25 by 35 feet, seating about 300, and costing roughly $800. The society formed in 1852 and had a pastor by 1853; exact completion month is not stated.",medium,true
CHI-CHI1850-016,CHI1850-016,Quinn Chapel A.M.E. Church,1852,1853,exact,1871,exact,Great Chicago Fire,destroyed,Jackson Street at Buffalo Street,,,,religious,church,not identified,African Methodist Episcopal congregation,unknown,,"destroyed in Great Chicago Fire, 1871","Construction began September 1852; cornerstone laid April 27, 1853; dedicated November 20, 1853. Historical Buffalo Street requires street-name crosswalk before geocoding.",high,true
CHI-CHI1850-015,CHI1850-015,Young America Hotel,1853,1853,exact,1859,exact,demolished for McCormick Block,demolished,Northeast corner Randolph and Dearborn Streets,,,,hotel,hotel,not identified,Isaac Cook,unknown,,not applicable—demolished before 1871,Opened in 1854 on the European plan; renamed Revere House in 1857. Pulled down in 1859 for the McCormick Block. Do not conflate with the later Revere at Clark and Kinzie.,high,false
CHI-CHI1850-021,CHI1850-021,Clark Street pivot bridge (1854),1854,1854,exact,1858,year (replacement),replaced,demolished,Clark Street crossing of the Chicago River,,,,infrastructure,drawbridge,D. Harper,City of Chicago,unknown,,not applicable—replaced before 1871,"Double carriageway and sidewalks; cost about $12,000. Arches failed in 1855 and were repaired; bridge replaced by another Clark Street structure in 1858.",high,false
CHI-CHI1850-020,CHI1850-020,Holy Name Cathedral (first cathedral),1853,1854,exact,1871,exact,Great Chicago Fire,destroyed,State Street at Superior Street,,,,religious,cathedral,not identified,Roman Catholic Diocese of Chicago,Milwaukee brick; Gothic Revival,,"destroyed in Great Chicago Fire, 1871","Cornerstone laid August 3, 1853; completed fall 1854; first Mass Christmas 1854. About 84 by 190 feet with a reported 245-foot steeple and cost near $100,000.",high,false
CHI-CHI1850-023,CHI1850-023,John Wingert House,1854,1854,exact,,,none,extant,Norwood Park area; outside 1854 Chicago limits,6231 N. Canfield Avenue,,,residential,residence,unknown,John Wingert,wood_frame,2,survived; outside 1871 burn area and then-city limits,Official landmark record dates the core to 1854; additions followed in 1868-75. Included in the modern-city database but it was not inside Chicago at construction.,high,false
CHI-CHI1850-022,CHI1850-022,Van Buren Street German Methodist Episcopal Church,1854,1854,year (completed after move),,unknown,unknown,demolished,Van Buren Street at Fourth Avenue; begun at Griswold and Van Buren,,,,religious,church,not identified,German Methodist Episcopal congregation,wood_frame,,not established,Construction began spring 1854 at Griswold/Van Buren; the site was sold mid-project and the building and parsonage were moved to Van Buren/Fourth Avenue and completed. Preserve both locations in future phase table.,medium,true
CHI-CHI1850-064,CHI1850-064,First German Evangelical Lutheran Church at Polk and Edina,1855,1855,exact,1871,exact,Great Chicago Fire,destroyed,Corner Polk Street and Edina Place,,,,religious,church,not identified,First German Evangelical Lutheran Church,unknown,,"destroyed in Great Chicago Fire, 1871","The first congregation moved its earlier building to Clark Street in 1852, then erected this church in 1855 and worshiped here until the fire. Historical Edina Place requires street crosswalk research.",high,true
CHI-CHI1850-025,CHI1850-025,Metropolitan Hall,1855,1855,exact,1871,exact,Great Chicago Fire,destroyed,Northwest corner Randolph and LaSalle Streets,,,,assembly,public_hall,not identified,not established,unknown,,"destroyed in Great Chicago Fire, 1871","An important lecture, concert, and assembly venue. Date/location are corroborated by a historical compilation; architect and construction details remain unresolved.",medium,true
CHI-CHI1850-061,CHI1850-061,North's National Amphitheater,1855,1855,exact (opened November 19),,unknown,unknown,demolished,Monroe Street between Clark and South Wells (later Fifth Avenue),,,,theater,circus and theater,Levi J. North and Harry Turner,Levi J. North and Harry Turner,wood_frame,2,not established,"About 90 by 206 feet; seating 3,062; 42-foot ring; 120 gas jets; rear company rooms and horse stables. Newspaper chronology places opening on November 19, 1855.",high,true
CHI-CHI1850-024,CHI1850-024,Twelfth Street bridge (1855 rebuild),1855,1855,exact,,unknown,unknown,demolished,Twelfth Street crossing of the Chicago River,,,,infrastructure,bridge,not identified,City of Chicago,unknown,,not established,"Rebuilt in 1855 for a reported $2,877. The source does not establish its exact removal date or 1871 condition.",high,true
CHI-CHI1850-026,CHI1850-026,Boardman House,1855,1856,year_range,,unknown,unknown,demolished,Corner Clark and Harrison Streets,,,,hotel,family hotel,not identified,Carter H. Harrison,unknown,,not established,Built 1855-56 and opened early 1856 by J. W. Boardman; described as Chicago's only exclusively family hotel at the time. Later sold to Henry H. Honore.,high,true
CHI-CHI1850-027,CHI1850-027,Central High School,1855,1856,exact,1871,exact,Great Chicago Fire,destroyed,Monroe Street near Halsted Street,,,,educational,public_high_school,not identified,City of Chicago,unknown,,"destroyed in Great Chicago Fire, 1871","Completed fall 1856 and opened October 8, 1856. The historical address comes from the attached chronology and should be parcel-verified; construction date and institutional use are confirmed by Andreas.",high,true
CHI-CHI1850-033,CHI1850-033,Charles J. Hull House,1856,1856,exact,,,none,extant,Polk and Halsted area,800 S. Halsted Street,,,residential,residence,not identified,Charles J. Hull,masonry,,survived; west of main 1871 burn area,"Built as Hull's country residence in 1856; became the core of Hull-House in 1889. Official record notes later campus changes and reconstruction of missing portions, so extant authenticity is element-specific.",high,false
CHI-CHI1850-034,CHI1850-034,Cleveland House,1856,1856,exact,1859,exact,"fire of September 15, 1859",destroyed,46-52 West Lake Street,,,,hotel,hotel,not identified,A. Cleveland,unknown,,not applicable—destroyed before 1871,Built by A. Cleveland and operated with I. N. Merritt as manager; destroyed in the major 1859 fire. Do not conflate with the later Cleveland House at Clark/Kinzie.,high,false
CHI-CHI1850-062,CHI1850-062,German Theater at Wells and Indiana Streets,1856,1856,exact (opened April 19),,unknown,unknown,demolished,Corner Wells and Indiana Streets,,,,theater,theater,not identified,not established,unknown,,not established,"Opened April 19, 1856 in a new building. The cited chronicle establishes new construction and opening but not dimensions, owner, or later fate.",medium,true
CHI-CHI1850-031,CHI1850-031,Illinois Central Great Central Depot,,1856,exact,1871,exact,Great Chicago Fire,destroyed,Foot of Lake Street at the lakefront,,,,transportation,railroad_depot,not identified,Illinois Central Railroad Company,unknown,,"destroyed in Great Chicago Fire, 1871",Completed April 1856. Michigan Central trains also used it under agreement. Exact construction start and detailed fabric need further research.,high,true
CHI-CHI1850-030,CHI1850-030,Michigan Southern and Rock Island joint depot,1855,1856,circa; projected October 1855,1871,exact,Great Chicago Fire,destroyed,Van Buren Street near railroad approaches,,,,transportation,joint railroad train shed,not identified,Michigan Southern Railroad and Chicago & Rock Island Railroad,Howe patent truss roof,1,"destroyed in Great Chicago Fire, 1871","Projected in October 1855 and used until October 1871. Reported 355 feet long excluding offices, 116-foot roof span, 22-foot walls, and about 42 feet to center of arch.",high,true
CHI-CHI1850-029,CHI1850-029,Moseley School (first building),1856,1856,exact,,unknown,unknown,demolished,Michigan Avenue at Twenty-fourth Street,,,,educational,public_school,not identified,City of Chicago,brick,3,outside documented 1871 burn area; survival not established,Three-story brick school erected 1856. The later school history does not state that this building burned in 1871.,high,true
CHI-CHI1850-028,CHI1850-028,Ogden School (first permanent building),1856,1856,exact,1871,exact,Great Chicago Fire,destroyed,Chestnut Street north of Chicago Avenue,,,,educational,public grammar and primary school,not identified,City of Chicago,brick,3,"destroyed in Great Chicago Fire, 1871",Lot purchased and three-story brick building erected in 1856. Andreas explicitly states that the Great Fire destroyed it.,high,false
CHI-CHI1850-032,CHI1850-032,Old St. Patrick's Church,1854,1856,year; sufficiently complete for use,,,,extant,Corner Desplaines and Adams Streets,700 W. Adams Street,,,religious,church,not established,Roman Catholic parish of St. Patrick,stone basement; brick upper auditorium; Romanesque Revival,2,survived Great Chicago Fire,"Construction began 1854 and the church was sufficiently complete by summer 1856. Approximately 1,200 seats. Later alterations mean extant fabric should be phase-tagged.",high,false
CHI-CHI1850-039,CHI1850-039,Phebe and John Gray House,,1856,circa,,,none,extant,Jefferson Township; outside 1856 Chicago limits,4362 W. Grace Street,,,residential,farmhouse,not identified,Phebe and John Gray,wood-frame; Italianate,2,survived; outside 1871 burn area and then-city limits,Official designation material dates the farmhouse circa 1856. Cupola and later changes require phase research. Included because site is now within Chicago.,high,false
CHI-CHI1850-037,CHI1850-037,Randolph Street bridge (1856),1856,1856,exact,,unknown,unknown,demolished,Randolph Street crossing of the Chicago River,,,,infrastructure,drawbridge,not identified,City of Chicago,unknown,,not established,A new bridge was ready for foot travel by July 1856. Additional structural and fate details were not established in this pass.,medium,true
CHI-CHI1850-035,CHI1850-035,Richmond House,1856,1856,exact,1871,exact,Great Chicago Fire,destroyed,Northwest corner South Water Street and Michigan Avenue,,,,hotel,hotel,not identified,Thomas Richmond,unknown,,"destroyed in Great Chicago Fire, 1871","Opened 1857; furnishing reportedly exceeded $60,000. Converted to a business block after hotel ventures failed, and remained so until October 1871.",high,false
CHI-CHI1850-038,CHI1850-038,Rush Street iron bridge,1856,1856,exact,1863,exact,accident while driven over by cattle,destroyed,Rush Street crossing of the Chicago River,,,,infrastructure,iron_drawbridge,Harper & Tweedale (civil engineers),City of Chicago,iron,,not applicable—destroyed before 1871,"Contracted June 1856 for about $48,000-50,000; described as the first iron bridge in the West. Accidentally destroyed November 1863.",high,false
CHI-CHI1850-065,CHI1850-065,Second German Evangelical Lutheran Church,1856,1856,exact,,unknown,unknown,demolished,Southeast corner Wells Street and Chicago Avenue,,,,religious,church,not identified,Second German Evangelical Lutheran Church,unknown,,not established,"The source directly states that the Second Church erected this building in 1856; dimensions, fabric, and later fate were not established in this pass.",high,true
CHI-CHI1850-066,CHI1850-066,St. John's Episcopal Church (first building),1856,1856,exact,,unknown,unknown,demolished,location not established,,,,religious,church,not identified,St. John's Episcopal parish,wood_frame,1,not established,"Plain frame church about 30 by 65 feet, initially seating 300. Pews were offered September 1, 1856; the building was enlarged in 1857 to about 500 seats. Address needs parish-specific research.",high,true
CHI-CHI1850-036,CHI1850-036,Wells Street bridge (1856),1856,1856,exact,,unknown,unknown,demolished,Wells Street crossing of the Chicago River,,,,infrastructure,drawbridge,H. Harper,City of Chicago,unknown,,not established,"Completed summer 1856; about 190 feet and reported cost $20,000; described as the longest drawbridge in the West. Replacement/removal date needs bridge-specific study.",high,true
CHI-CHI1850-040,CHI1850-040,Adams House,1857,1857,exact,1871,exact,Great Chicago Fire,destroyed,Michigan Avenue; exact corner not established,,,,hotel,hotel,not identified,Hugh Maher,unknown,,"destroyed in Great Chicago Fire, 1871",Built in 1857 and opened autumn 1858 by William Adams. Andreas confirms destruction but the excerpt used here does not supply a precise street number/corner.,high,true
CHI-CHI1850-046,CHI1850-046,Charles D. Iglehart House,1857,1857,exact,,,none,extant,Morgan Park area; outside 1857 Chicago limits,11118 S. Artesian Avenue,,,residential,farmhouse,unknown,Charles D. Iglehart,wood_frame,2,survived; outside 1871 burn area and then-city limits,Official landmark record dates the house to 1857; front bay and rear wing were added in the 1870s. Included because site is now within Chicago.,high,false
CHI-CHI1850-044,CHI1850-044,Desplaines Street Methodist Episcopal Church,1857,1857,exact,,unknown,unknown,demolished,241-243 South Desplaines Street between Van Buren and Harrison Streets,,,,religious,church,not identified,Desplaines Street Methodist Episcopal Church,wood_frame,1,not established,"Dedicated July 26, 1857; about 45 by 70 feet with a large steeple, cost roughly $5,200. Sold to a Lutheran congregation after the Methodist society moved.",high,true
CHI-CHI1850-050,CHI1850-050,Erie Street floating bridge,1856,1857,year_range,,unknown,unknown,demolished,Erie Street crossing,,,,infrastructure,floating_bridge,not identified,City of Chicago,unknown,,not established,"Built during the 1856-57 bridge program; reported cost about $5,000. Exact completion date and removal history unresolved.",medium,true
CHI-CHI1850-067,CHI1850-067,First German Methodist Episcopal Church on Clybourn Avenue,1857,1857,exact,1871,exact,Great Chicago Fire,destroyed,Clybourn Avenue; exact parcel not established,,,,religious,church,not identified,First German Methodist Episcopal Church,wood_frame,1,"destroyed in Great Chicago Fire, 1871","Wood building about 30 by 50 feet and cost roughly $2,000. Moved to the back of the lot in 1863 when a brick church replaced it; Andreas states the fire swept away all church property.",high,true
CHI-CHI1850-045,CHI1850-045,Foster School brick building,1857,1857,exact,,unknown,unknown,demolished,Union Street near Twelfth Street,,,,educational,public_school,not identified,City of Chicago,brick,3,outside documented 1871 burn area; survival not established,"Three-story brick building erected in 1857 for $28,000, replacing/supplementing a two-story wooden 1855 schoolhouse. Named Foster School in 1858. The attached timeline's 1856 date is not supported by Andreas.",high,false
CHI-CHI1850-049,CHI1850-049,Indiana Street floating bridge,1856,1857,year_range,,unknown,unknown,demolished,Indiana Street crossing,,,,infrastructure,floating_bridge,not identified,City of Chicago,unknown,,not established,"Built during the 1856-57 bridge program; reported cost about $5,000. Historical street and crossing require geospatial reconciliation.",medium,true
CHI-CHI1850-047,CHI1850-047,Madison Street iron bridge,1857,1857,exact,,unknown,unknown,demolished,Madison Street crossing of the Chicago River,,,,infrastructure,iron_bridge,Gaylord & Company,City of Chicago,iron,,not established,"Built 1857; reported 155 feet and cost $42,000. Bridge-specific replacement chronology remains to be established.",high,true
CHI-CHI1850-041,CHI1850-041,Massasoit House,1857,1857,exact,1871,exact,Great Chicago Fire,destroyed,Southwest corner Central Avenue and South Water Street,,,,hotel,hotel,not identified,David A. Gage and George W. Gage,"brick, exterior plastered and tiled to imitate stone",5,"destroyed in Great Chicago Fire, 1871","Opened in 1858 by John C. Parks and John W. Humphreys; 72 rooms and reported cost $32,000. OCR says a 1851 sale, an obvious typographical error inconsistent with the 1857 construction; not propagated.",high,false
CHI-CHI1850-042,CHI1850-042,McVicker's Theatre,1857,1857,exact,1871,exact,Great Chicago Fire,destroyed,Madison Street between State and Dearborn Streets,,,,theater,theater,not identified,James H. McVicker,masonry,,"destroyed in Great Chicago Fire, 1871","Opened November 5, 1857; reported cost $85,000, seating about 2,500, and stage about 80 by 53 feet. Substantially altered in 1864 before its 1871 destruction.",high,true
CHI-CHI1850-048,CHI1850-048,Polk Street drawbridge,1856,1857,year_range,,unknown,unknown,demolished,Polk Street crossing of the Chicago River,,,,infrastructure,drawbridge,not identified,City of Chicago,unknown,,not established,"Built during the 1856-57 bridge program; reported cost about $5,000. Exact completion date unresolved.",medium,true
